filename,foldername,path,fullpath,tocheader,tocfolder,tocname,tocpath,title,description,services,documentationcenter,author,manager,editor,ms.assetid,ms.service,ms.workload,ms.tgt_pltfrm,ms.devlang,ms.topic,Type,ms.date,ms.author,ms.component
network-performance-monitor-service-connectivity.md,insights,insights,insights\network-performance-monitor-service-connectivity.md,How-to guides,How-to guides\Gain insights\Monitor networks\Network Performance Monitor,How-to guides,How-to guides\Gain insights\Monitor networks\Network Performance Monitor\Service Connectivity Monitor,Network Performance Monitor solution in Azure Log Analytics | Microsoft Docs,Use the Service Connectivity Monitor capability in Network Performance Monitor to monitor network connectivity to any endpoint that has an open TCP port.,log-analytics,'',abshamsft,carmonm,'',5b9c9c83-3435-488c-b4f6-7653003ae18a,log-analytics,na,na,,conceptual,conceptual,2/20/2018,absha,
network-performance-monitor.md,insights,insights,insights\network-performance-monitor.md,How-to guides,How-to guides\Gain insights\Monitor networks\Network Performance Monitor,How-to guides,How-to guides\Gain insights\Monitor networks\Network Performance Monitor\Solution overview,Network Performance Monitor solution in Azure | Microsoft Docs,"Network Performance Monitor in Azure helps you monitor the performance of your networks, in near real time, to detect and locate network performance bottlenecks.",log-analytics,'',vinynigam,carmonm,'',5b9c9c83-3435-488c-b4f6-7653003ae18a,log-analytics,na,na,,conceptual,conceptual,2/20/2018,vinigam,
azure-networking-analytics.md,insights,insights,insights\azure-networking-analytics.md,How-to guides,How-to guides\Gain insights\Monitor networks,How-to guides,How-to guides\Gain insights\Monitor networks\Networking Analytics,Azure Networking Analytics solution in Azure Monitor | Microsoft Docs,You can use the Azure Networking Analytics solution in Azure Monitor to review Azure network security group logs and Azure Application Gateway logs.,log-analytics,'',bwren,carmonm,'',66a3b8a1-6c55-4533-9538-cad60c18f28b,log-analytics,na,na,,conceptual,conceptual,6/21/2018,bwren,
ad-replication-status.md,insights,insights,insights\ad-replication-status.md,How-to guides,How-to guides\Gain insights\Monitor other resources,How-to guides,How-to guides\Gain insights\Monitor other resources\AD Replication Status,Monitor Active Directory replication status with Azure Monitor | Microsoft Docs,The Active Directory Replication Status solution pack regularly monitors your Active Directory environment for any replication failures.,log-analytics,'',mgoedtel,carmonm,'',1b988972-8e01-4f83-a7f4-87f62778f91d,log-analytics,na,na,,article,article,1/24/2018,magoedte,
ad-assessment.md,insights,insights,insights\ad-assessment.md,How-to guides,How-to guides\Gain insights\Monitor other resources,How-to guides,How-to guides\Gain insights\Monitor other resources\Assess AD Health,Optimize your Active Directory environment with Azure Monitor | Microsoft Docs,You can use the Active Directory Health Check solution to assess the risk and health of your environments on a regular interval.,log-analytics,'',mgoedtel,carmonm,'',81eb41b8-eb62-4eb2-9f7b-fde5c89c9b47,log-analytics,na,na,,conceptual,conceptual,10/27/2017,magoedte,
scom-assessment.md,insights,insights,insights\scom-assessment.md,How-to guides,How-to guides\Gain insights\Monitor other resources,How-to guides,How-to guides\Gain insights\Monitor other resources\Assess Operations Manager,Optimize your System Center Operations Manager environment with Azure Log Analytics | Microsoft Docs,You can use the System Center Operations Manager Health Check solution to assess the risk and health of your environments on a regular interval.,log-analytics,'',mgoedtel,carmonm,tysonn,49aad8b1-3e05-4588-956c-6fdd7715cda1,log-analytics,infrastructure-services,na,,conceptual,conceptual,6/25/2018,magoedte,
dns-analytics.md,insights,insights,insights\dns-analytics.md,How-to guides,How-to guides\Gain insights\Monitor other resources,How-to guides,How-to guides\Gain insights\Monitor other resources\DNS,DNS Analytics solution in Azure Monitor | Microsoft Docs,"Set up and use the DNS Analytics solution in Azure Monitor to gather insights into DNS infrastructure on security, performance, and operations.",log-analytics,'',mgoedtel,carmonm,'',f44a40c4-820a-406e-8c40-70bd8dc67ae7,log-analytics,na,na,,conceptual,conceptual,3/20/2018,magoedte,
solution-office-365.md,insights,insights,insights\solution-office-365.md,How-to guides,How-to guides\Gain insights\Monitor other resources,How-to guides,How-to guides\Gain insights\Monitor other resources\Office 365,Office 365 management solution in Azure | Microsoft Docs,This article provides details on configuration and use of the Office 365 solution in Azure.  It includes detailed description of the Office 365 records created in Azure Monitor.,operations-management-suite,'',bwren,carmonm,'',,operations-management-suite,tbd,na,,article,article,7/1/2019,bwren,
surface-hubs.md,insights,insights,insights\surface-hubs.md,How-to guides,How-to guides\Gain insights\Monitor other resources,How-to guides,How-to guides\Gain insights\Monitor other resources\Surface Hub,Monitor Surface Hubs with Azure Monitor | Microsoft Docs,Use the Surface Hub solution to track the health of your Surface Hubs and understand how they are being used.,log-analytics,'',mgoedtel,carmonm,'',8b4e56bc-2d4f-4648-a236-16e9e732ebef,log-analytics,na,na,,conceptual,conceptual,1/16/2018,magoedte,
resource-group-insights.md,insights,insights,insights\resource-group-insights.md,How-to guides,How-to guides\Gain insights,How-to guides,How-to guides\Gain insights\Monitor resource groups,Azure Monitor Resource Group Insights | Microsoft Docs,Understand the health and performance of your distributed applications and services at the Resource Group level with Azure Monitor,azure-monitor,,NumberByColors,carmonm,,,azure-monitor,tbd,ibiza,,conceptual,conceptual,9/19/2018,daviste,
solution-agenthealth.md,insights,insights,insights\solution-agenthealth.md,How-to guides,How-to guides\Gain insights\Monitor virtual machines,How-to guides,How-to guides\Gain insights\Monitor virtual machines\Agent Health,Agent Health solution in Azure Monitor | Microsoft Docs,This article is intended to help you understand how to use this solution to monitor the health of your agents reporting directly to Log Analytics or System Center Operations Manager.,operations-management-suite,'',MGoedtel,carmonm,'',,operations-management-suite,tbd,na,,article,article,3/19/2017,magoedte,
vminsights-log-search.md,insights,insights,insights\vminsights-log-search.md,How-to guides,How-to guides\Gain insights\Monitor virtual machines\Azure Monitor for VMs,How-to guides,How-to guides\Gain insights\Monitor virtual machines\Azure Monitor for VMs\Analyze data with log queries,How to Query Logs from Azure Monitor for VMs (preview) | Microsoft Docs,Azure Monitor for VMs solution collects metrics and log data to and this article describes the records and includes sample queries.,azure-monitor,'',mgoedtel,carmonm,tysonn,,azure-monitor,infrastructure-services,na,,article,article,4/10/2019,magoedte,
vminsights-optout.md,insights,insights,insights\vminsights-optout.md,How-to guides,How-to guides\Gain insights\Monitor virtual machines\Azure Monitor for VMs,How-to guides,How-to guides\Gain insights\Monitor virtual machines\Azure Monitor for VMs\Disable monitoring,Disable monitoring in Azure Monitor for VMs (preview) | Microsoft Docs,This article describes how to stop monitoring your virtual machines in Azure Monitor for VMs.,azure-monitor,'',mgoedtel,carmonm,,,azure-monitor,infrastructure-services,na,,article,article,11/5/2018,magoedte,
vminsights-enable-hybrid-cloud.md,insights,insights,insights\vminsights-enable-hybrid-cloud.md,How-to guides,How-to guides\Gain insights\Monitor virtual machines\Azure Monitor for VMs\Enable monitoring,How-to guides,How-to guides\Gain insights\Monitor virtual machines\Azure Monitor for VMs\Enable monitoring\Enable for Hybrid environment,Enable Azure Monitor (preview) for a hybrid environment | Microsoft Docs,This article describes how you enable Azure Monitor for VMs for a hybrid cloud environment that contains one or more virtual machines.,azure-monitor,'',mgoedtel,carmonm,,,azure-monitor,infrastructure-services,na,,conceptual,conceptual,6/7/2019,magoedte,
vminsights-enable-single-vm.md,insights,insights,insights\vminsights-enable-single-vm.md,How-to guides,How-to guides\Gain insights\Monitor virtual machines\Azure Monitor for VMs\Enable monitoring,How-to guides,How-to guides\Gain insights\Monitor virtual machines\Azure Monitor for VMs\Enable monitoring\Enable for single Azure VM,Enable Azure Monitor for VMs (preview) for evaluation | Microsoft Docs,Learn how to evaluate Azure Monitor for VMs on a single Azure virtual machine or on a virtual machine scale set.,azure-monitor,'',mgoedtel,carmonm,,,azure-monitor,infrastructure-services,na,,conceptual,conceptual,5/9/2019,magoedte,
vminsights-enable-overview.md,insights,insights,insights\vminsights-enable-overview.md,How-to guides,How-to guides\Gain insights\Monitor virtual machines\Azure Monitor for VMs\Enable monitoring,How-to guides,How-to guides\Gain insights\Monitor virtual machines\Azure Monitor for VMs\Enable monitoring\Enable monitoring overview,Enable Azure Monitor for VMs (preview) overview | Microsoft Docs,Learn how to deploy and configure Azure Monitor for VMs. Find out the system requirements.,azure-monitor,'',mgoedtel,carmonm,,,azure-monitor,infrastructure-services,na,,conceptual,conceptual,6/28/2019,magoedte,
vminsights-enable-at-scale-policy.md,insights,insights,insights\vminsights-enable-at-scale-policy.md,How-to guides,How-to guides\Gain insights\Monitor virtual machines\Azure Monitor for VMs\Enable monitoring,How-to guides,How-to guides\Gain insights\Monitor virtual machines\Azure Monitor for VMs\Enable monitoring\Enable using Azure Policy,Enable Azure Monitor for VMs by using Azure Policy | Microsoft Docs,This article describes how you enable Azure Monitor for VMs for multiple Azure virtual machines or virtual machine scale sets by using Azure Policy.,azure-monitor,'',mgoedtel,carmonm,,,azure-monitor,infrastructure-services,na,,conceptual,conceptual,5/7/2019,magoedte,
vminsights-enable-at-scale-powershell.md,insights,insights,insights\vminsights-enable-at-scale-powershell.md,How-to guides,How-to guides\Gain insights\Monitor virtual machines\Azure Monitor for VMs\Enable monitoring,How-to guides,How-to guides\Gain insights\Monitor virtual machines\Azure Monitor for VMs\Enable monitoring\Enable using Azure PowerShell,Enable Azure Monitor for VMs (preview) using Azure PowerShell or Resource Manager templates | Microsoft Docs,This article describes how you enable Azure Monitor for VMs for one or more Azure virtual machines or virtual machine scale sets by using Azure PowerShell or Azure Resource Manager templates.,azure-monitor,'',mgoedtel,carmonm,,,azure-monitor,infrastructure-services,na,,conceptual,conceptual,5/9/2019,magoedte,
